title,City,full_address,rank_in_city,total_in_rank_list,overall_rating,count_of_reviews,Excellet_count,VGood_count,Average_count,Poor_count,Terrible_count,full_link,link,rank_quartile,Room Count
Glades Motel - Naples,Naples,"3115 Tamiami Trl E, Naples, FL 34112-5716",58,59,2.5,39,6,7,0,1,16,https://www.tripadvisor.com/Hotel_Review-g34467-d3583920-Reviews-Glades_Motel_Naples-Naples_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34467-d3583920-Reviews-Glades_Motel_Naples-Naples_Florida.html,4,21
Conty's Motel,Naples,"11238 Tamiami Trl E, Naples, FL 34113-7752",59,59,2.5,70,1,7,9,9,14,https://www.tripadvisor.com/Hotel_Review-g34467-d1801175-Reviews-Conty_s_Motel-Naples_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34467-d1801175-Reviews-Conty_s_Motel-Naples_Florida.html,4,25
Bordeaux Motel,Nashville,"3230 Clarksville Pike, Nashville, TN 37218-2812",140,160,1.5,2,0,0,0,1,1,https://www.tripadvisor.com/Hotel_Review-g55229-d122662-Reviews-Bordeaux_Motel-Nashville_Davidson_County_Tennessee.html,https://www.tripadvisor.com/Hotel_Review-g55229-d122662-Reviews-Bordeaux_Motel-Nashville_Davidson_County_Tennessee.html,4,20
Quality Inn & Suites Downtown Nashville,Nashville,"2401 Brick Church Pike, Nashville, TN 37207-4405",142,160,2,117,6,12,12,19,64,https://www.tripadvisor.com/Hotel_Review-g55229-d240494-Reviews-Quality_Inn_Suites_Downtown_Nashville-Nashville_Davidson_County_Tennessee.html,https://www.tripadvisor.com/Hotel_Review-g55229-d240494-Reviews-Quality_Inn_Suites_Downtown_Nashville-Nashville_Davidson_County_Tennessee.html,4,176
Days Inn Nashville- Airport,Nashville,"821 Murfreesboro Pike, Nashville, TN 37217-1139",143,160,2,678,35,47,73,131,391,https://www.tripadvisor.com/Hotel_Review-g55229-d123769-Reviews-Days_Inn_Nashville_Airport-Nashville_Davidson_County_Tennessee.html,https://www.tripadvisor.com/Hotel_Review-g55229-d123769-Reviews-Days_Inn_Nashville_Airport-Nashville_Davidson_County_Tennessee.html,4,137
Rodeway Inn Nashville,Nashville,"311 W Trinity Ln, Nashville, TN 37207-4939",144,160,2,138,8,15,27,18,59,https://www.tripadvisor.com/Hotel_Review-g55229-d122639-Reviews-Rodeway_Inn_Nashville-Nashville_Davidson_County_Tennessee.html,https://www.tripadvisor.com/Hotel_Review-g55229-d122639-Reviews-Rodeway_Inn_Nashville-Nashville_Davidson_County_Tennessee.html,4,121
Crossland Economy Studios - Nashville - Airport - Briley Pkwy.,Nashville,"1210 Murfreesboro Pike, Nashville, TN 37217-2411",145,160,2.5,99,10,13,11,12,47,https://www.tripadvisor.com/Hotel_Review-g55229-d105620-Reviews-Crossland_Economy_Studios_Nashville_Airport_Briley_Pkwy-Nashville_Davidson_County_Tennes.html,https://www.tripadvisor.com/Hotel_Review-g55229-d105620-Reviews-Crossland_Economy_Studios_Nashville_Airport_Briley_Pkwy-Nashville_Davidson_County_Tennes.html,4,117
Nashville Airport Inn & Suites,Nashville,"2425 Atrium Way, Nashville, TN 37214-5102",146,160,2,244,16,34,21,26,141,https://www.tripadvisor.com/Hotel_Review-g55229-d105465-Reviews-Nashville_Airport_Inn_Suites-Nashville_Davidson_County_Tennessee.html,https://www.tripadvisor.com/Hotel_Review-g55229-d105465-Reviews-Nashville_Airport_Inn_Suites-Nashville_Davidson_County_Tennessee.html,4,120
Thrifty Inn,Nashville,"343 Harding Pl, Nashville, TN 37211-3912",147,160,2.5,69,3,14,8,14,28,https://www.tripadvisor.com/Hotel_Review-g55229-d223677-Reviews-Thrifty_Inn-Nashville_Davidson_County_Tennessee.html,https://www.tripadvisor.com/Hotel_Review-g55229-d223677-Reviews-Thrifty_Inn-Nashville_Davidson_County_Tennessee.html,4,109
Executive Inn and Suites,Nashville,"323 Harding Pl, Nashville, TN 37211-3911",148,160,1.5,13,0,2,0,1,10,https://www.tripadvisor.com/Hotel_Review-g55229-d98181-Reviews-Executive_Inn_and_Suites-Nashville_Davidson_County_Tennessee.html,https://www.tripadvisor.com/Hotel_Review-g55229-d98181-Reviews-Executive_Inn_and_Suites-Nashville_Davidson_County_Tennessee.html,4,110
Lotus Inn and Suites Nashville,Nashville,"3430 Percy Priest Dr, Nashville, TN 37214-3908",149,160,1.5,25,0,1,2,2,19,https://www.tripadvisor.com/Hotel_Review-g55229-d122650-Reviews-Lotus_Inn_and_Suites_Nashville-Nashville_Davidson_County_Tennessee.html,https://www.tripadvisor.com/Hotel_Review-g55229-d122650-Reviews-Lotus_Inn_and_Suites_Nashville-Nashville_Davidson_County_Tennessee.html,4,85
Scottish Inn,Nashville,"526 Murfreesboro Pike, Nashville, TN 37210-3510",150,160,1.5,16,1,0,1,0,13,https://www.tripadvisor.com/Hotel_Review-g55229-d615942-Reviews-Scottish_Inn-Nashville_Davidson_County_Tennessee.html,https://www.tripadvisor.com/Hotel_Review-g55229-d615942-Reviews-Scottish_Inn-Nashville_Davidson_County_Tennessee.html,4,50
Days Inn Nashville Southeast,Nashville,"510 Collins Park Drive, Nashville, TN 37013",151,160,1,5,0,0,0,0,5,https://www.tripadvisor.com/Hotel_Review-g55229-d122656-Reviews-Days_Inn_Nashville_Southeast-Nashville_Davidson_County_Tennessee.html,https://www.tripadvisor.com/Hotel_Review-g55229-d122656-Reviews-Days_Inn_Nashville_Southeast-Nashville_Davidson_County_Tennessee.html,4,112
West End Lodge,Nashville,"1800 W End Avenue, Nashville, TN 37203-2506",152,160,1,5,0,0,0,0,5,https://www.tripadvisor.com/Hotel_Review-g55229-d98138-Reviews-West_End_Lodge-Nashville_Davidson_County_Tennessee.html,https://www.tripadvisor.com/Hotel_Review-g55229-d98138-Reviews-West_End_Lodge-Nashville_Davidson_County_Tennessee.html,4,151
Hickerson Motel Court,Nashville,"2514 Nolensville Pike, Nashville, TN 37211-2211",153,160,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g55229-d122647-Reviews-Hickerson_Motel_Court-Nashville_Davidson_County_Tennessee.html,https://www.tripadvisor.com/Hotel_Review-g55229-d122647-Reviews-Hickerson_Motel_Court-Nashville_Davidson_County_Tennessee.html,4,10
Lee Motel,Nashville,"426 Murfreesboro Pike, Nashville, TN 37210-2822",154,160,1,3,0,0,0,0,3,https://www.tripadvisor.com/Hotel_Review-g55229-d122600-Reviews-Lee_Motel-Nashville_Davidson_County_Tennessee.html,https://www.tripadvisor.com/Hotel_Review-g55229-d122600-Reviews-Lee_Motel-Nashville_Davidson_County_Tennessee.html,4,19
Twelve Oaks Motel,Nashville,"656 W Iris Dr, Nashville, TN 37204-3194",155,160,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g55229-d122595-Reviews-Twelve_Oaks_Motel-Nashville_Davidson_County_Tennessee.html,https://www.tripadvisor.com/Hotel_Review-g55229-d122595-Reviews-Twelve_Oaks_Motel-Nashville_Davidson_County_Tennessee.html,4,10
St. Vincent's Guest House,NewOrleans,"1507 Magazine St, New Orleans, LA 70130-4723",146,167,2.5,574,83,109,65,62,205,https://www.tripadvisor.com/Hotel_Review-g60864-d249682-Reviews-St_Vincent_s_Guest_House-New_Orleans_Louisiana.html,https://www.tripadvisor.com/Hotel_Review-g60864-d249682-Reviews-St_Vincent_s_Guest_House-New_Orleans_Louisiana.html,4,70
Royal Inn Of New Orleans,NewOrleans,"4950 Chef Menteur Hwy, New Orleans, LA 70126-5004",147,167,3,14,2,4,3,2,2,https://www.tripadvisor.com/Hotel_Review-g60864-d5887872-Reviews-Royal_Inn_Of_New_Orleans-New_Orleans_Louisiana.html,https://www.tripadvisor.com/Hotel_Review-g60864-d5887872-Reviews-Royal_Inn_Of_New_Orleans-New_Orleans_Louisiana.html,4,49
Motel 6 New Orleans,NewOrleans,"12330 I 10 Service Rd, New Orleans, LA 70128-3503",149,167,2.5,96,9,14,21,14,26,https://www.tripadvisor.com/Hotel_Review-g60864-d1203913-Reviews-Motel_6_New_Orleans-New_Orleans_Louisiana.html,https://www.tripadvisor.com/Hotel_Review-g60864-d1203913-Reviews-Motel_6_New_Orleans-New_Orleans_Louisiana.html,4,124
Best Way Inn & Suites,NewOrleans,"6042 Chef Menteur Hwy, New Orleans, LA 70126-5142",150,167,3,26,1,9,3,1,8,https://www.tripadvisor.com/Hotel_Review-g60864-d1026146-Reviews-Best_Way_Inn_Suites-New_Orleans_Louisiana.html,https://www.tripadvisor.com/Hotel_Review-g60864-d1026146-Reviews-Best_Way_Inn_Suites-New_Orleans_Louisiana.html,4,34
Empress Hotel,NewOrleans,"1317 Ursulines Ave, New Orleans, LA 70116-2309",151,167,2,269,25,38,33,30,133,https://www.tripadvisor.com/Hotel_Review-g60864-d120867-Reviews-Empress_Hotel-New_Orleans_Louisiana.html,https://www.tripadvisor.com/Hotel_Review-g60864-d120867-Reviews-Empress_Hotel-New_Orleans_Louisiana.html,4,36
Motel 6 New Orleans - near downtown,NewOrleans,"4200 Old Gentilly Rd, New Orleans, LA 70126-4902",152,167,3,104,10,28,25,13,19,https://www.tripadvisor.com/Hotel_Review-g60864-d223123-Reviews-Motel_6_New_Orleans_near_downtown-New_Orleans_Louisiana.html,https://www.tripadvisor.com/Hotel_Review-g60864-d223123-Reviews-Motel_6_New_Orleans_near_downtown-New_Orleans_Louisiana.html,4,94
Days Inn New Orleans,NewOrleans,"10020 I-10 East Service Rd., New Orleans, LA 70127",153,167,2.5,367,21,59,88,75,114,https://www.tripadvisor.com/Hotel_Review-g60864-d93140-Reviews-Days_Inn_New_Orleans-New_Orleans_Louisiana.html,https://www.tripadvisor.com/Hotel_Review-g60864-d93140-Reviews-Days_Inn_New_Orleans-New_Orleans_Louisiana.html,4,142
Monte Carlo Motel,NewOrleans,"6061 Chef Menteur Hwy, New Orleans, LA 70126-5141",155,167,2,2,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g60864-d9783342-Reviews-Monte_Carlo_Motel-New_Orleans_Louisiana.html,https://www.tripadvisor.com/Hotel_Review-g60864-d9783342-Reviews-Monte_Carlo_Motel-New_Orleans_Louisiana.html,4,
Red Carpet Inn & Suites,NewOrleans,"6050 Chef Menteur Highway, New Orleans, LA 70126",156,167,2,43,1,4,7,4,15,https://www.tripadvisor.com/Hotel_Review-g60864-d241705-Reviews-Red_Carpet_Inn_Suites-New_Orleans_Louisiana.html,https://www.tripadvisor.com/Hotel_Review-g60864-d241705-Reviews-Red_Carpet_Inn_Suites-New_Orleans_Louisiana.html,4,23
Relax Inn and Suites,NewOrleans,"13552 Chef Menteur Hwy, New Orleans, LA 70129-1815",157,167,2,8,0,0,2,1,3,https://www.tripadvisor.com/Hotel_Review-g60864-d3354982-Reviews-Relax_Inn_and_Suites-New_Orleans_Louisiana.html,https://www.tripadvisor.com/Hotel_Review-g60864-d3354982-Reviews-Relax_Inn_and_Suites-New_Orleans_Louisiana.html,4,77
Knights Inn New Orleans,NewOrleans,"5801 Read Blvd, New Orleans, LA 70127-2612",158,167,2,45,1,5,6,7,23,https://www.tripadvisor.com/Hotel_Review-g60864-d89061-Reviews-Knights_Inn_New_Orleans-New_Orleans_Louisiana.html,https://www.tripadvisor.com/Hotel_Review-g60864-d89061-Reviews-Knights_Inn_New_Orleans-New_Orleans_Louisiana.html,4,143
Capri Motel,NewOrleans,"2424 Tulane Ave, New Orleans, LA 70119-7557",159,167,2,4,0,0,1,1,2,https://www.tripadvisor.com/Hotel_Review-g60864-d89051-Reviews-Capri_Motel-New_Orleans_Louisiana.html,https://www.tripadvisor.com/Hotel_Review-g60864-d89051-Reviews-Capri_Motel-New_Orleans_Louisiana.html,4,11
Midtown Hotel New Orleans,NewOrleans,"3900 Tulane Ave, New Orleans, LA 70119-6939",160,167,1.5,193,7,14,16,20,119,https://www.tripadvisor.com/Hotel_Review-g60864-d89123-Reviews-Midtown_Hotel_New_Orleans-New_Orleans_Louisiana.html,https://www.tripadvisor.com/Hotel_Review-g60864-d89123-Reviews-Midtown_Hotel_New_Orleans-New_Orleans_Louisiana.html,4,102
Family Inns New Orleans,NewOrleans,"6303 Chef Menteur Hwy # 10, New Orleans, LA 70126-5128",161,167,1.5,56,1,3,5,8,31,https://www.tripadvisor.com/Hotel_Review-g60864-d120866-Reviews-Family_Inns_New_Orleans-New_Orleans_Louisiana.html,https://www.tripadvisor.com/Hotel_Review-g60864-d120866-Reviews-Family_Inns_New_Orleans-New_Orleans_Louisiana.html,4,118
Pecan Tree Inn of New Orleans,NewOrleans,"2525 N. Rampart St., New Orleans, LA 70117",162,167,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g60864-d120837-Reviews-Pecan_Tree_Inn_of_New_Orleans-New_Orleans_Louisiana.html,https://www.tripadvisor.com/Hotel_Review-g60864-d120837-Reviews-Pecan_Tree_Inn_of_New_Orleans-New_Orleans_Louisiana.html,4,12
Quality Inn Lake Cecile,Orlando,"4922 W Irlo Bronson, Orlando, FL",304,340,3.5,10,0,1,0,0,0,https://www.tripadvisor.com/Hotel_Review-g34515-d530835-Reviews-Quality_Inn_Lake_Cecile-Orlando_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34515-d530835-Reviews-Quality_Inn_Lake_Cecile-Orlando_Florida.html,4,223
Days Inn Orlando Downtown,Orlando,"3300 S Orange Blossom Trl, Orlando, FL 32839-8968",305,340,2.5,550,60,64,85,99,206,https://www.tripadvisor.com/Hotel_Review-g34515-d85284-Reviews-Days_Inn_Orlando_Downtown-Orlando_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34515-d85284-Reviews-Days_Inn_Orlando_Downtown-Orlando_Florida.html,4,97
Great Value Suites,Orlando,"7100 S Orange Blossom Trl, Orlando, FL 32809-5717",307,340,2,5,0,0,2,0,3,https://www.tripadvisor.com/Hotel_Review-g34515-d260922-Reviews-Great_Value_Suites-Orlando_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34515-d260922-Reviews-Great_Value_Suites-Orlando_Florida.html,4,210
Days Inn & Suites Orlando/UCF Area Research Park,Orlando,"11639 E Colonial Dr, Orlando, FL 32817-4608",308,340,2.5,386,16,40,100,86,136,https://www.tripadvisor.com/Hotel_Review-g34515-d87790-Reviews-Days_Inn_Suites_Orlando_UCF_Area_Research_Park-Orlando_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34515-d87790-Reviews-Days_Inn_Suites_Orlando_UCF_Area_Research_Park-Orlando_Florida.html,4,100
Travelodge Orlando Downtown Centroplex,Orlando,"409 N Magnolia Ave, Orlando, FL 32801-1524",309,340,2.5,522,29,73,115,92,185,https://www.tripadvisor.com/Hotel_Review-g34515-d85480-Reviews-Travelodge_Orlando_Downtown_Centroplex-Orlando_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34515-d85480-Reviews-Travelodge_Orlando_Downtown_Centroplex-Orlando_Florida.html,4,75
Rodeway Inn near Florida Mall,Orlando,"6119 S Orange Blossom Trl, Orlando, FL 32809-4609",310,340,2.5,92,16,9,7,7,28,https://www.tripadvisor.com/Hotel_Review-g34515-d120195-Reviews-Rodeway_Inn_near_Florida_Mall-Orlando_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34515-d120195-Reviews-Rodeway_Inn_near_Florida_Mall-Orlando_Florida.html,4,30
Ramada Orlando Downtown,Orlando,"3155 S John Young Pkwy, Orlando, FL 32805-6642",311,340,2,805,44,65,125,144,326,https://www.tripadvisor.com/Hotel_Review-g34515-d87760-Reviews-Ramada_Orlando_Downtown-Orlando_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34515-d87760-Reviews-Ramada_Orlando_Downtown-Orlando_Florida.html,4,200
The M hotel,Orlando,"6603 International Dr, Orlando, FL 32819-8219",314,340,2,338,25,8,20,28,121,https://www.tripadvisor.com/Hotel_Review-g34515-d8564929-Reviews-The_M_hotel-Orlando_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34515-d8564929-Reviews-The_M_hotel-Orlando_Florida.html,4,167
InTown Suites Orlando North,Orlando,"736 Lee Rd, Orlando, FL 32810-5612",315,340,2,7,0,1,2,0,4,https://www.tripadvisor.com/Hotel_Review-g34515-d653539-Reviews-InTown_Suites_Orlando_North-Orlando_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34515-d653539-Reviews-InTown_Suites_Orlando_North-Orlando_Florida.html,4,137
Travelodge Orlando near Florida Mall,Orlando,"1850 W Landstreet Rd, Orlando, FL 32809-7981",317,340,2,196,15,10,26,38,94,https://www.tripadvisor.com/Hotel_Review-g34515-d8437280-Reviews-Travelodge_Orlando_near_Florida_Mall-Orlando_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34515-d8437280-Reviews-Travelodge_Orlando_near_Florida_Mall-Orlando_Florida.html,4,135
Intown Suites Orlando/florida Turnpike,Orlando,"8010 Presidents Dr, Orlando, FL 32809-7647",320,340,2,25,2,1,0,0,14,https://www.tripadvisor.com/Hotel_Review-g34515-d226250-Reviews-Intown_Suites_Orlando_florida_Turnpike-Orlando_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34515-d226250-Reviews-Intown_Suites_Orlando_florida_Turnpike-Orlando_Florida.html,4,144
Vacation Lodge,Orlando,"720 S Orange Blossom Trl, Orlando, FL 32805-3144",321,340,2,22,0,3,3,3,11,https://www.tripadvisor.com/Hotel_Review-g34515-d944614-Reviews-Vacation_Lodge-Orlando_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34515-d944614-Reviews-Vacation_Lodge-Orlando_Florida.html,4,326
I-Drive Grand Resort & Suites,Orlando,"7056 S Kirkman Rd, Orlando, FL 32819-8231",323,340,2,748,32,60,72,58,331,https://www.tripadvisor.com/Hotel_Review-g34515-d6603181-Reviews-I_Drive_Grand_Resort_Suites-Orlando_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34515-d6603181-Reviews-I_Drive_Grand_Resort_Suites-Orlando_Florida.html,4,356
Katerina Hotel Orlando,Orlando,"830 Lee Rd, Orlando, FL 32810-5519",325,340,1,21,0,0,1,3,16,https://www.tripadvisor.com/Hotel_Review-g34515-d2290607-Reviews-Katerina_Hotel_Orlando-Orlando_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34515-d2290607-Reviews-Katerina_Hotel_Orlando-Orlando_Florida.html,4,145
Intown Suites Orlando South,Orlando,"1951 Central Florida Pkwy, Orlando, FL 32837-9291",327,340,1.5,5,0,0,1,0,4,https://www.tripadvisor.com/Hotel_Review-g34515-d260921-Reviews-Intown_Suites_Orlando_South-Orlando_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34515-d260921-Reviews-Intown_Suites_Orlando_South-Orlando_Florida.html,4,158
Four Points by Sheraton Philadelphia Northeast,Philadelphia,"9461 Roosevelt Blvd, Philadelphia, PA 19114-2203",68,89,3,54,11,12,7,12,5,https://www.tripadvisor.com/Hotel_Review-g60795-d96726-Reviews-Four_Points_by_Sheraton_Philadelphia_Northeast-Philadelphia_Pennsylvania.html,https://www.tripadvisor.com/Hotel_Review-g60795-d96726-Reviews-Four_Points_by_Sheraton_Philadelphia_Northeast-Philadelphia_Pennsylvania.html,3,190
Oakwood At Pennsylvania House,Philadelphia,"1500 Chestnut Street, Philadelphia, PA 19102-2737",69,89,4,1,0,1,0,0,0,https://www.tripadvisor.com/Hotel_Review-g60795-d225277-Reviews-Oakwood_At_Pennsylvania_House-Philadelphia_Pennsylvania.html,https://www.tripadvisor.com/Hotel_Review-g60795-d225277-Reviews-Oakwood_At_Pennsylvania_House-Philadelphia_Pennsylvania.html,3,300
Clarion Suites Philadelphia,Philadelphia,"1010 Race St, Philadelphia, PA 19107-2332",70,89,3.5,27,5,8,6,5,1,https://www.tripadvisor.com/Hotel_Review-g60795-d1160713-Reviews-Clarion_Suites_Philadelphia-Philadelphia_Pennsylvania.html,https://www.tripadvisor.com/Hotel_Review-g60795-d1160713-Reviews-Clarion_Suites_Philadelphia-Philadelphia_Pennsylvania.html,3,110
Days Inn Philadelphia Convention Center,Philadelphia,"1227 Race St, Philadelphia, PA 19107-1618",71,89,3,838,75,160,216,164,136,https://www.tripadvisor.com/Hotel_Review-g60795-d115448-Reviews-Days_Inn_Philadelphia_Convention_Center-Philadelphia_Pennsylvania.html,https://www.tripadvisor.com/Hotel_Review-g60795-d115448-Reviews-Days_Inn_Philadelphia_Convention_Center-Philadelphia_Pennsylvania.html,4,60
Extended Stay America - Philadelphia - Airport - Tinicum Blvd.,Philadelphia,"9000 Tinicum Blvd., Philadelphia, PA 19153-3101",72,89,3,228,52,34,30,31,75,https://www.tripadvisor.com/Hotel_Review-g60795-d102539-Reviews-Extended_Stay_America_Philadelphia_Airport_Tinicum_Blvd-Philadelphia_Pennsylvania.html,https://www.tripadvisor.com/Hotel_Review-g60795-d102539-Reviews-Extended_Stay_America_Philadelphia_Airport_Tinicum_Blvd-Philadelphia_Pennsylvania.html,4,145
Extended Stay America - Philadelphia - Airport - Bartram Ave.,Philadelphia,"8880 Bartram Ave, Philadelphia, PA 19153-3110",74,89,2.5,109,22,15,11,24,35,https://www.tripadvisor.com/Hotel_Review-g60795-d102495-Reviews-Extended_Stay_America_Philadelphia_Airport_Bartram_Ave-Philadelphia_Pennsylvania.html,https://www.tripadvisor.com/Hotel_Review-g60795-d102495-Reviews-Extended_Stay_America_Philadelphia_Airport_Bartram_Ave-Philadelphia_Pennsylvania.html,4,83
Motel 6 Philadelphia Northeast,Philadelphia,"11580 Roosevelt Blvd, Philadelphia, PA 19116-3032",75,89,2.5,155,9,36,32,30,39,https://www.tripadvisor.com/Hotel_Review-g60795-d1164882-Reviews-Motel_6_Philadelphia_Northeast-Philadelphia_Pennsylvania.html,https://www.tripadvisor.com/Hotel_Review-g60795-d1164882-Reviews-Motel_6_Philadelphia_Northeast-Philadelphia_Pennsylvania.html,4,98
Society Hill Hotel,Philadelphia,"301 Chestnut St, Philadelphia, PA 19106-2795",76,89,2.5,207,23,27,21,21,71,https://www.tripadvisor.com/Hotel_Review-g60795-d96730-Reviews-Society_Hill_Hotel-Philadelphia_Pennsylvania.html,https://www.tripadvisor.com/Hotel_Review-g60795-d96730-Reviews-Society_Hill_Hotel-Philadelphia_Pennsylvania.html,4,12
Penrose Hotel,Philadelphia,"2033 Penrose Ave, Philadelphia, PA 19145-5623",77,89,2,772,37,84,116,141,323,https://www.tripadvisor.com/Hotel_Review-g60795-d1778574-Reviews-Penrose_Hotel-Philadelphia_Pennsylvania.html,https://www.tripadvisor.com/Hotel_Review-g60795-d1778574-Reviews-Penrose_Hotel-Philadelphia_Pennsylvania.html,4,192
Hub Motel,Philadelphia,"7605 Roosevelt Blvd, Philadelphia, PA 19152-3917",78,89,1.5,20,0,1,3,1,15,https://www.tripadvisor.com/Hotel_Review-g60795-d122324-Reviews-Hub_Motel-Philadelphia_Pennsylvania.html,https://www.tripadvisor.com/Hotel_Review-g60795-d122324-Reviews-Hub_Motel-Philadelphia_Pennsylvania.html,4,17
Roosevelt Inn,Philadelphia,"7600 Roosevelt Blvd, Philadelphia, PA 19152-4134",79,89,2,33,1,4,4,8,16,https://www.tripadvisor.com/Hotel_Review-g60795-d122335-Reviews-Roosevelt_Inn-Philadelphia_Pennsylvania.html,https://www.tripadvisor.com/Hotel_Review-g60795-d122335-Reviews-Roosevelt_Inn-Philadelphia_Pennsylvania.html,4,107
City Line Hotel,Philadelphia,"4444 City Ave, Philadelphia, PA 19131-1508",80,89,1.5,122,5,8,8,13,79,https://www.tripadvisor.com/Hotel_Review-g60795-d1861737-Reviews-City_Line_Hotel-Philadelphia_Pennsylvania.html,https://www.tripadvisor.com/Hotel_Review-g60795-d1861737-Reviews-City_Line_Hotel-Philadelphia_Pennsylvania.html,4,94
Days Inn Philadelphia - Roosevelt Boulevard,Philadelphia,"4200 Roosevelt Blvd, Philadelphia, PA 19124-3033",81,89,2,437,23,37,102,94,162,https://www.tripadvisor.com/Hotel_Review-g60795-d96684-Reviews-Days_Inn_Philadelphia_Roosevelt_Boulevard-Philadelphia_Pennsylvania.html,https://www.tripadvisor.com/Hotel_Review-g60795-d96684-Reviews-Days_Inn_Philadelphia_Roosevelt_Boulevard-Philadelphia_Pennsylvania.html,4,116
Carlyle Hotel,Philadelphia,"1425 Poplar Street, Philadelphia, PA 19130-1627",82,89,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g60795-d122326-Reviews-Carlyle_Hotel-Philadelphia_Pennsylvania.html,https://www.tripadvisor.com/Hotel_Review-g60795-d122326-Reviews-Carlyle_Hotel-Philadelphia_Pennsylvania.html,4,25
National at Dockside Apartments,Philadelphia,"717 S Columbus Blvd, Philadelphia, PA 19147-3506",83,89,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g60795-d1147532-Reviews-National_at_Dockside_Apartments-Philadelphia_Pennsylvania.html,https://www.tripadvisor.com/Hotel_Review-g60795-d1147532-Reviews-National_at_Dockside_Apartments-Philadelphia_Pennsylvania.html,4,227
Americas Best Value Inn - San Antonio Downtown I-10 East,SanAntonio,"170 S Ww White Rd, San Antonio, TX 78219-4220",317,358,2,27,0,4,3,1,15,https://www.tripadvisor.com/Hotel_Review-g60956-d108252-Reviews-Americas_Best_Value_Inn_San_Antonio_Downtown_I_10_East-San_Antonio_Texas.html,https://www.tripadvisor.com/Hotel_Review-g60956-d108252-Reviews-Americas_Best_Value_Inn_San_Antonio_Downtown_I_10_East-San_Antonio_Texas.html,4,42
Knights Inn and Suites San Antonio Downtown/Market Square,SanAntonio,"1025 S Frio St, San Antonio, TX 78207-5629",318,358,1.5,73,1,3,6,6,46,https://www.tripadvisor.com/Hotel_Review-g60956-d2299548-Reviews-Knights_Inn_and_Suites_San_Antonio_Downtown_Market_Square-San_Antonio_Texas.html,https://www.tripadvisor.com/Hotel_Review-g60956-d2299548-Reviews-Knights_Inn_and_Suites_San_Antonio_Downtown_Market_Square-San_Antonio_Texas.html,4,85
Stay Express Inn Near Ft. Sam Houston,SanAntonio,"1129 Austin Hwy, San Antonio, TX 78209-4843",319,358,1.5,10,0,0,1,2,7,https://www.tripadvisor.com/Hotel_Review-g60956-d472231-Reviews-Stay_Express_Inn_Near_Ft_Sam_Houston-San_Antonio_Texas.html,https://www.tripadvisor.com/Hotel_Review-g60956-d472231-Reviews-Stay_Express_Inn_Near_Ft_Sam_Houston-San_Antonio_Texas.html,4,42
HomeGate Studios & Suites San Antonio Fiesta Park,SanAntonio,"10950 Laureate Dr Bldg C, San Antonio, TX 78249-3311",320,358,1.5,62,2,4,4,6,45,https://www.tripadvisor.com/Hotel_Review-g60956-d108934-Reviews-HomeGate_Studios_Suites_San_Antonio_Fiesta_Park-San_Antonio_Texas.html,https://www.tripadvisor.com/Hotel_Review-g60956-d108934-Reviews-HomeGate_Studios_Suites_San_Antonio_Fiesta_Park-San_Antonio_Texas.html,4,124
Motel 6 San Antonio Airport,SanAntonio,"126 Kenley Pl, San Antonio, TX 78232-3713",323,358,2,16,0,1,2,1,10,https://www.tripadvisor.com/Hotel_Review-g60956-d1528530-Reviews-Motel_6_San_Antonio_Airport-San_Antonio_Texas.html,https://www.tripadvisor.com/Hotel_Review-g60956-d1528530-Reviews-Motel_6_San_Antonio_Airport-San_Antonio_Texas.html,4,79
Red Roof Inn San Antonio - I-35 North,SanAntonio,"11591 I-35, San Antonio, TX 78233",324,358,2,13,2,1,0,1,8,https://www.tripadvisor.com/Hotel_Review-g60956-d99515-Reviews-Red_Roof_Inn_San_Antonio_I_35_North-San_Antonio_Texas.html,https://www.tripadvisor.com/Hotel_Review-g60956-d99515-Reviews-Red_Roof_Inn_San_Antonio_I_35_North-San_Antonio_Texas.html,4,88
