title,City,full_address,rank_in_city,total_in_rank_list,overall_rating,count_of_reviews,Excellet_count,VGood_count,Average_count,Poor_count,Terrible_count,full_link,rank_quartile
Ocean Beach Cottages,SanDiego,"5065 Brighton Ave, San Diego, CA 92107-2507",242,286,3,17,2,7,1,1,6,https://www.tripadvisor.com/Hotel_Review-g60750-d258654-Reviews-Ocean_Beach_Cottages-San_Diego_California.html,4
WoodSpring Suites Orlando East,Orlando,"216 S Goldenrod Rd, Orlando, FL 32807-8201",279,340,3,43,16,5,4,4,12,https://www.tripadvisor.com/Hotel_Review-g34515-d1484267-Reviews-WoodSpring_Suites_Orlando_East-Orlando_Florida.html,4
Quality Inn & Suites Winter Park Village Area,Orlando,"626 Lee Rd, Orlando, FL 32810-5610",280,340,3,104,23,20,23,10,21,https://www.tripadvisor.com/Hotel_Review-g34515-d85365-Reviews-Quality_Inn_Suites_Winter_Park_Village_Area-Orlando_Florida.html,4
Suburban Extended Stay South,Orlando,"9435 Delegates Dr, Orlando, FL 32837-8347",281,340,2.5,109,27,8,8,12,39,https://www.tripadvisor.com/Hotel_Review-g34515-d223741-Reviews-Suburban_Extended_Stay_South-Orlando_Florida.html,4
Villas of Disney Institute,Orlando,"1960 N Magnolia Way, Orlando, FL 32830-8417",282,340,4,4,1,2,0,0,0,https://www.tripadvisor.com/Hotel_Review-g34515-d125205-Reviews-Villas_of_Disney_Institute-Orlando_Florida.html,4
The Palace Hotel and Resorts,Orlando,"4919 W Colonial Dr, Orlando, FL 32808-7703",283,340,2,13,1,2,1,1,8,https://www.tripadvisor.com/Hotel_Review-g34515-d85287-Reviews-The_Palace_Hotel_and_Resorts-Orlando_Florida.html,4
Orlando UCF Extended Stay Hotel,Orlando,"11424 University Blvd, Orlando, FL 32817-2109",284,340,3.5,4,1,0,0,1,1,https://www.tripadvisor.com/Hotel_Review-g34515-d226252-Reviews-Orlando_UCF_Extended_Stay_Hotel-Orlando_Florida.html,4
Crossland Economy Studios - Orlando - UCF Area,Orlando,"12350 E Colonial Dr, Orlando, FL 32826-4704",285,340,2.5,18,1,3,5,1,6,https://www.tripadvisor.com/Hotel_Review-g34515-d87909-Reviews-Crossland_Economy_Studios_Orlando_UCF_Area-Orlando_Florida.html,4
Starlight Inn,LosAngeles,"7535 Winnetka Ave, Los Angeles, CA 91306-2929",286,357,1.5,21,0,2,1,1,14,https://www.tripadvisor.com/Hotel_Review-g32655-d1223148-Reviews-Starlight_Inn-Los_Angeles_California.html,4
Quality Suites,Orlando,"7400 Canada Ave, Orlando, FL 32819-8282",286,340,3,11,0,0,0,2,2,https://www.tripadvisor.com/Hotel_Review-g34515-d12666174-Reviews-Quality_Suites-Orlando_Florida.html,4
Crenshaw Inn Motel,LosAngeles,"6303 Crenshaw Blvd, Los Angeles, CA 90043-3905",287,357,2.5,43,6,4,1,1,9,https://www.tripadvisor.com/Hotel_Review-g32655-d7234925-Reviews-Crenshaw_Inn_Motel-Los_Angeles_California.html,4
Quality Suites Universal South,Orlando,"9350 Turkey Lake Rd, Orlando, FL 32819-7319",287,340,3,630,41,91,100,76,122,https://www.tripadvisor.com/Hotel_Review-g34515-d85280-Reviews-Quality_Suites_Universal_South-Orlando_Florida.html,4
Midtown Inn,LosAngeles,"9133 Sepulveda Blvd, Los Angeles, CA 91343-3920",288,357,2.5,2,0,1,0,0,1,https://www.tripadvisor.com/Hotel_Review-g32655-d4291560-Reviews-Midtown_Inn-Los_Angeles_California.html,4
Golden West Manor Motel,LosAngeles,"3700 S Western Ave, Los Angeles, CA 90018-4432",289,357,2.5,23,2,3,1,1,4,https://www.tripadvisor.com/Hotel_Review-g32655-d1628828-Reviews-Golden_West_Manor_Motel-Los_Angeles_California.html,4
Quality Inn Orlando Airport,Orlando,"2601 McCoy Rd, Orlando, FL 32809-7833",289,340,3,399,52,75,74,54,71,https://www.tripadvisor.com/Hotel_Review-g34515-d85334-Reviews-Quality_Inn_Orlando_Airport-Orlando_Florida.html,4
Motel 6 Los Angeles Sylmar,LosAngeles,"12775 Encinitas Ave, Los Angeles, CA 91342-3517",290,357,2.5,62,4,12,10,16,15,https://www.tripadvisor.com/Hotel_Review-g32655-d82304-Reviews-Motel_6_Los_Angeles_Sylmar-Los_Angeles_California.html,4
Red Carpet Inn Orlando,Orlando,"3956 W Colonial Dr, Orlando, FL 32808-7926",290,340,2,24,2,3,0,1,14,https://www.tripadvisor.com/Hotel_Review-g34515-d85322-Reviews-Red_Carpet_Inn_Orlando-Orlando_Florida.html,4
Econo Lodge Inn & Suites,Orlando,"8700 S Orange Blossom Trl, Orlando, FL 32809-7912",291,340,3,654,123,79,90,68,113,https://www.tripadvisor.com/Hotel_Review-g34515-d601616-Reviews-Econo_Lodge_Inn_Suites-Orlando_Florida.html,4
Marina Seven Motel,LosAngeles,"2435 Lincoln Blvd, Los Angeles, CA 90291-5040",292,357,2,37,1,5,3,5,10,https://www.tripadvisor.com/Hotel_Review-g32655-d575416-Reviews-Marina_Seven_Motel-Los_Angeles_California.html,4
WoodSpring Suites Orlando South,Orlando,"10401 S John Young Pkwy, Orlando, FL 32837-4023",292,340,3,34,8,2,3,5,10,https://www.tripadvisor.com/Hotel_Review-g34515-d1391717-Reviews-WoodSpring_Suites_Orlando_South-Orlando_Florida.html,4
Parliament House Resort,Orlando,"410 N Orange Blossom Trl, Orlando, FL 32805-1706",293,340,3,133,23,20,23,34,24,https://www.tripadvisor.com/Hotel_Review-g34515-d680297-Reviews-Parliament_House_Resort-Orlando_Florida.html,4
Clarion Inn & Suites At International Drive,Orlando,"9956 Hawaiian Ct, Orlando, FL 32819-8101",294,340,3,19,0,2,5,1,5,https://www.tripadvisor.com/Hotel_Review-g34515-d85370-Reviews-Clarion_Inn_Suites_At_International_Drive-Orlando_Florida.html,4
Days Inn Windcrest ( San Antonio - Northeast),SanAntonio,"9401 N Interstate 35, San Antonio, TX 78233-6604",294,358,2,231,26,19,29,39,108,https://www.tripadvisor.com/Hotel_Review-g60956-d108933-Reviews-Days_Inn_Windcrest_San_Antonio_Northeast-San_Antonio_Texas.html,4
Extended Stay America - Los Angeles - Woodland Hills,LosAngeles,"20205 Ventura Blvd, Los Angeles, CA 91364-2551",295,357,2.5,140,26,15,17,21,57,https://www.tripadvisor.com/Hotel_Review-g32655-d226056-Reviews-Extended_Stay_America_Los_Angeles_Woodland_Hills-Los_Angeles_California.html,4
Budget Suites of America San Antonio,SanAntonio,"7880 Fredericksburg Road, San Antonio, TX 78240",295,358,2.5,29,2,5,3,4,13,https://www.tripadvisor.com/Hotel_Review-g60956-d577395-Reviews-Budget_Suites_of_America_San_Antonio-San_Antonio_Texas.html,4
Lincoln Inn,LosAngeles,"2477 Lincoln Blvd, Los Angeles, CA 90291-5040",296,357,2.5,16,1,2,2,3,4,https://www.tripadvisor.com/Hotel_Review-g32655-d84202-Reviews-Lincoln_Inn-Los_Angeles_California.html,4
Heart of I-Drive,Orlando,"7200 International Dr, Orlando, FL 32819-8255",296,340,3,834,63,88,89,68,108,https://www.tripadvisor.com/Hotel_Review-g34515-d575029-Reviews-Heart_of_I_Drive-Orlando_Florida.html,4
Studio 6 San Antonio - Airport,SanAntonio,"11221 San Pedro Ave, San Antonio, TX 78216-3119",296,358,2.5,33,2,9,7,5,9,https://www.tripadvisor.com/Hotel_Review-g60956-d108493-Reviews-Studio_6_San_Antonio_Airport-San_Antonio_Texas.html,4
Good Knight Inn Motel,LosAngeles,"9247 Sepulveda Blvd, Los Angeles, CA 91343-3922",297,357,2,2,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g32655-d271525-Reviews-Good_Knight_Inn_Motel-Los_Angeles_California.html,4
Motel 6 Orlando International Drive,Orlando,"5909 American Way, Orlando, FL 32819-8201",297,340,3,297,27,36,45,35,55,https://www.tripadvisor.com/Hotel_Review-g34515-d120280-Reviews-Motel_6_Orlando_International_Drive-Orlando_Florida.html,4
Garden Inn Motel,SanAntonio,"2907 W Travis St, San Antonio, TX 78207-3339",297,358,2,1,0,0,0,1,0,https://www.tripadvisor.com/Hotel_Review-g60956-d2510946-Reviews-Garden_Inn_Motel-San_Antonio_Texas.html,4
Sandpiper Motel,LosAngeles,"4112 S Central Ave, Los Angeles, CA 90011-3111",298,357,2.5,34,0,3,2,6,7,https://www.tripadvisor.com/Hotel_Review-g32655-d2505057-Reviews-Sandpiper_Motel-Los_Angeles_California.html,4
Sunstyle Suites,Orlando,"7209 S Orange Blossom Trl, Orlando, FL 32809-5718",298,340,2.5,71,1,15,17,7,18,https://www.tripadvisor.com/Hotel_Review-g34515-d488633-Reviews-Sunstyle_Suites-Orlando_Florida.html,4
Vista Motel,LosAngeles,"4180 City Terrace Dr, Los Angeles, CA 90063-1172",299,357,1.5,3,0,0,1,0,2,https://www.tripadvisor.com/Hotel_Review-g32655-d1931273-Reviews-Vista_Motel-Los_Angeles_California.html,4
Extend A Suites-San Antonio,SanAntonio,"9735 Interstate Highway 35 North, San Antonio, TX 78233",299,358,2,13,1,1,2,2,6,https://www.tripadvisor.com/Hotel_Review-g60956-d73250-Reviews-Extend_A_Suites_San_Antonio-San_Antonio_Texas.html,4
Red Roof Inn San Antonio I-10 East,SanAntonio,"4403 I-10 East, San Antonio, TX 78219",300,358,2,99,12,6,11,12,50,https://www.tripadvisor.com/Hotel_Review-g60956-d99419-Reviews-Red_Roof_Inn_San_Antonio_I_10_East-San_Antonio_Texas.html,4
Century Wilshire,LosAngeles,"10776 Wilshire Blvd, Los Angeles, CA 90024-6432",301,357,2.5,25,6,1,3,6,9,https://www.tripadvisor.com/Hotel_Review-g32655-d76446-Reviews-Century_Wilshire-Los_Angeles_California.html,4
Motel 6 Orlando-Winter Park,Orlando,"5300 Adanson St, Orlando, FL 32810-5502",301,340,2.5,58,6,5,15,5,19,https://www.tripadvisor.com/Hotel_Review-g34515-d244070-Reviews-Motel_6_Orlando_Winter_Park-Orlando_Florida.html,4
Econo Lodge San Antonio,SanAntonio,"10815 I-35 N, San Antonio, TX 78233",301,358,2.5,46,7,2,5,8,20,https://www.tripadvisor.com/Hotel_Review-g60956-d1165123-Reviews-Econo_Lodge_San_Antonio-San_Antonio_Texas.html,4
Rodeway Inn near Venice Beach,LosAngeles,"11933 W Washington Blvd, Los Angeles, CA 90066-5825",302,357,2.5,60,8,11,7,10,18,https://www.tripadvisor.com/Hotel_Review-g32655-d84365-Reviews-Rodeway_Inn_near_Venice_Beach-Los_Angeles_California.html,4
Econo Inn Lackland,SanAntonio,"6301 Old Hwy 90 West, San Antonio, TX 78227",302,358,2,19,0,3,0,5,9,https://www.tripadvisor.com/Hotel_Review-g60956-d550977-Reviews-Econo_Inn_Lackland-San_Antonio_Texas.html,4
Jet Inn,LosAngeles,"4542 W Slauson Ave, Los Angeles, CA 90043-2720",303,357,2,13,0,0,1,0,0,https://www.tripadvisor.com/Hotel_Review-g32655-d6620992-Reviews-Jet_Inn-Los_Angeles_California.html,4
Clarion Hotel Orlando International Airport,Orlando,"3835 McCoy Rd, Orlando, FL 32812-4114",303,340,2.5,225,33,27,37,31,85,https://www.tripadvisor.com/Hotel_Review-g34515-d10100705-Reviews-Clarion_Hotel_Orlando_International_Airport-Orlando_Florida.html,4
Motel 6 San Antonio - Fiesta Trails,SanAntonio,"9447 I-10 West, San Antonio, TX 78230",303,358,2,21,1,2,2,3,13,https://www.tripadvisor.com/Hotel_Review-g60956-d108857-Reviews-Motel_6_San_Antonio_Fiesta_Trails-San_Antonio_Texas.html,4
Panorama Motel,LosAngeles,"8209 Sepulveda Blvd, Los Angeles, CA 91402-4306",304,357,2.5,4,0,1,0,0,2,https://www.tripadvisor.com/Hotel_Review-g32655-d1629217-Reviews-Panorama_Motel-Los_Angeles_California.html,4
Ever Kleen Motel,SanAntonio,"1306 Roosevelt Ave, San Antonio, TX 78210-4630",304,358,2.5,2,0,1,0,0,1,https://www.tripadvisor.com/Hotel_Review-g60956-d6643957-Reviews-Ever_Kleen_Motel-San_Antonio_Texas.html,4
Motel 6 San Antonio - Fiesta,SanAntonio,"16500 W Interstate 10, San Antonio, TX 78257-2503",305,358,2.5,67,7,11,9,11,24,https://www.tripadvisor.com/Hotel_Review-g60956-d239972-Reviews-Motel_6_San_Antonio_Fiesta-San_Antonio_Texas.html,4
Hometown Inn,LosAngeles,"9401 Sepulveda Blvd, Los Angeles, CA 91343-3304",306,357,2.5,14,2,1,2,1,7,https://www.tripadvisor.com/Hotel_Review-g32655-d271479-Reviews-Hometown_Inn-Los_Angeles_California.html,4
Seaway Motel,LosAngeles,"5961 Venice Blvd, Los Angeles, CA 90034-1793",307,357,2,7,0,1,1,2,3,https://www.tripadvisor.com/Hotel_Review-g32655-d1645834-Reviews-Seaway_Motel-Los_Angeles_California.html,4
Budgetel Inn & Suites,SanAntonio,"2635 NE Loop 410, San Antonio, TX 78217-5608",307,358,2.5,28,7,2,3,3,11,https://www.tripadvisor.com/Hotel_Review-g60956-d239974-Reviews-Budgetel_Inn_Suites-San_Antonio_Texas.html,4
Budget Motel LAX,LosAngeles,"2123 W Florence Ave, Los Angeles, CA 90047-2138",308,357,2,5,1,0,0,0,3,https://www.tripadvisor.com/Hotel_Review-g32655-d4886015-Reviews-Budget_Motel_LAX-Los_Angeles_California.html,4
Americas Best Value Inn Riverwalk Downtown/Market Square,SanAntonio,"900 N Main Ave, San Antonio, TX 78212-4729",308,358,2,154,5,16,28,28,65,https://www.tripadvisor.com/Hotel_Review-g60956-d99513-Reviews-Americas_Best_Value_Inn_Riverwalk_Downtown_Market_Square-San_Antonio_Texas.html,4
City Center Hotel,LosAngeles,"1135 W 7th St, Los Angeles, CA 90017-2409",309,357,2,98,1,10,9,7,28,https://www.tripadvisor.com/Hotel_Review-g32655-d1591524-Reviews-City_Center_Hotel-Los_Angeles_California.html,4
Mustang Inn and Suites,SanAntonio,"3538 SW Military Dr, San Antonio, TX 78211-3624",309,358,1.5,7,0,1,0,2,4,https://www.tripadvisor.com/Hotel_Review-g60956-d2462694-Reviews-Mustang_Inn_and_Suites-San_Antonio_Texas.html,4
Rodeway Inn Canoga Park,LosAngeles,"7435 Winnetka Ave, Los Angeles, CA 91306-2969",310,357,1.5,4,0,0,0,0,3,https://www.tripadvisor.com/Hotel_Review-g32655-d5556244-Reviews-Rodeway_Inn_Canoga_Park-Los_Angeles_California.html,4
Travelodge San Antonio Downtown,SanAntonio,"1122 S Laredo Street, San Antonio, TX 78204-3214",311,358,2,192,20,11,20,34,100,https://www.tripadvisor.com/Hotel_Review-g60956-d108255-Reviews-Travelodge_San_Antonio_Downtown-San_Antonio_Texas.html,4
River Inn Motel,SanAntonio,"909 S Frio St, San Antonio, TX 78207-5627",312,358,2.5,9,0,4,0,1,3,https://www.tripadvisor.com/Hotel_Review-g60956-d614476-Reviews-River_Inn_Motel-San_Antonio_Texas.html,4
Sierra Royale,SanAntonio,"6300 Rue Marielyne St, San Antonio, TX 78238-1647",313,358,2.5,12,3,1,0,0,8,https://www.tripadvisor.com/Hotel_Review-g60956-d108577-Reviews-Sierra_Royale-San_Antonio_Texas.html,4
Rodeway Inn San Antonio Near AT&T Center,SanAntonio,"211 N Ww White Rd, San Antonio, TX 78219-4116",314,358,2,20,1,1,4,4,8,https://www.tripadvisor.com/Hotel_Review-g60956-d293240-Reviews-Rodeway_Inn_San_Antonio_Near_AT_T_Center-San_Antonio_Texas.html,4
Knights Inn San Antonio East,SanAntonio,"5530 I-10 East Exit 582, San Antonio, TX 78219",315,358,2,17,0,1,3,3,6,https://www.tripadvisor.com/Hotel_Review-g60956-d99508-Reviews-Knights_Inn_San_Antonio_East-San_Antonio_Texas.html,4
InTown Suites San Antonio East,SanAntonio,"9530 Perrin Beitel Rd, San Antonio, TX 78217-3509",316,358,1.5,3,0,0,0,2,1,https://www.tripadvisor.com/Hotel_Review-g60956-d223690-Reviews-InTown_Suites_San_Antonio_East-San_Antonio_Texas.html,4
InTown Suites Houston 290 Hollister,Houston,"12925 Northwest Fwy, Houston, TX 77040-6303",431,517,2,5,0,0,0,1,3,https://www.tripadvisor.com/Hotel_Review-g56003-d223189-Reviews-InTown_Suites_Houston_290_Hollister-Houston_Texas.html,4
Rodeway Inn & Suites Medical Center,Houston,"6712 Morningside Dr, Houston, TX 77030-1908",433,517,1.5,46,0,3,7,7,26,https://www.tripadvisor.com/Hotel_Review-g56003-d99131-Reviews-Rodeway_Inn_Suites_Medical_Center-Houston_Texas.html,4
InTown Suites I-45 North,Houston,"16909 Rolling Creek Dr, Houston, TX 77090-3799",434,517,1.5,5,0,0,0,2,3,https://www.tripadvisor.com/Hotel_Review-g56003-d223185-Reviews-InTown_Suites_I_45_North-Houston_Texas.html,4
Knights Inn Houston North IAH,Houston,"12500 North Fwy, Houston, TX 77060-1317",435,517,2.5,3,1,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g56003-d98934-Reviews-Knights_Inn_Houston_North_IAH-Houston_Texas.html,4
InTown Suites Highway 290,Houston,"14041 Northwest Fwy, Houston, TX 77040-5117",436,517,2.5,3,0,1,0,1,1,https://www.tripadvisor.com/Hotel_Review-g56003-d223184-Reviews-InTown_Suites_Highway_290-Houston_Texas.html,4
InTown Suites Highway 6,Houston,"9155 Highway 6 N, Houston, TX 77095-2302",437,517,2,5,1,0,0,2,2,https://www.tripadvisor.com/Hotel_Review-g56003-d1901111-Reviews-InTown_Suites_Highway_6-Houston_Texas.html,4
Camelot Inn & Suites,Houston,"10807 Veterans Memorial Dr, Houston, TX 77067-3762",438,517,2.5,5,1,0,2,0,2,https://www.tripadvisor.com/Hotel_Review-g56003-d649739-Reviews-Camelot_Inn_Suites-Houston_Texas.html,4
Palace Inn Sam Houston Parkway North,Houston,"5420 E Sam Houston Pkwy N, Houston, TX 77015-3267",441,517,3,5,0,2,2,0,1,https://www.tripadvisor.com/Hotel_Review-g56003-d1484167-Reviews-Palace_Inn_Sam_Houston_Parkway_North-Houston_Texas.html,4
Venetian Inn & Suites Houston Airport,Houston,"6 N Sam Houston Pkwy E, Houston, TX 77060-1821",442,517,2,15,2,2,0,1,9,https://www.tripadvisor.com/Hotel_Review-g56003-d99024-Reviews-Venetian_Inn_Suites_Houston_Airport-Houston_Texas.html,4
Bear Creek Inn,Houston,"4204 Highway 6 N, Houston, TX 77084-5412",443,517,2.5,3,0,0,2,0,1,https://www.tripadvisor.com/Hotel_Review-g56003-d2152775-Reviews-Bear_Creek_Inn-Houston_Texas.html,4
Romana Hotel,Houston,"6885 Southwest Fwy, Houston, TX 77074-2103",444,517,1.5,5,0,1,0,0,4,https://www.tripadvisor.com/Hotel_Review-g56003-d7736841-Reviews-Romana_Hotel-Houston_Texas.html,4
Scottish Inn Hobby Airport,Houston,"8381 Broadway St, Houston, TX 77061-1801",445,517,1.5,2,0,0,0,1,1,https://www.tripadvisor.com/Hotel_Review-g56003-d98946-Reviews-Scottish_Inn_Hobby_Airport-Houston_Texas.html,4
Frontier Hotel,Houston,"11230 Southwest Fwy, Houston, TX 77031-3604",447,517,2,39,3,4,2,6,20,https://www.tripadvisor.com/Hotel_Review-g56003-d223156-Reviews-Frontier_Hotel-Houston_Texas.html,4
Memorial Inn & Suites,Houston,"9535 Katy Fwy, Houston, TX 77024-1401",448,517,1.5,24,0,0,3,7,13,https://www.tripadvisor.com/Hotel_Review-g56003-d141902-Reviews-Memorial_Inn_Suites-Houston_Texas.html,4
Hobby Airport Inn,Houston,"8800 Airport Blvd, Houston, TX 77061-3400",449,517,2.5,174,25,19,21,24,83,https://www.tripadvisor.com/Hotel_Review-g56003-d1627951-Reviews-Hobby_Airport_Inn-Houston_Texas.html,4
Stay Express Inn & Suites Houston Hobby Airport,Houston,"9902 Gulf Fwy, Houston, TX 77034-1043",450,517,1.5,371,11,15,38,58,238,https://www.tripadvisor.com/Hotel_Review-g56003-d99013-Reviews-Stay_Express_Inn_Suites_Houston_Hobby_Airport-Houston_Texas.html,4
Studio 6 Houston Northwest,Houston,"14255 Northwest Fwy, Houston, TX 77040-5015",451,517,2,8,0,2,0,2,4,https://www.tripadvisor.com/Hotel_Review-g56003-d239859-Reviews-Studio_6_Houston_Northwest-Houston_Texas.html,4
Red Carpet Inn Houston,Houston,"6868 Hornwood Dr, Houston, TX 77074-3608",452,517,1,11,0,0,0,2,8,https://www.tripadvisor.com/Hotel_Review-g56003-d240435-Reviews-Red_Carpet_Inn_Houston-Houston_Texas.html,4
Houston Inn and Suites,Houston,"2200 S Wayside Dr, Houston, TX 77023-3909",453,517,2,13,0,1,1,1,8,https://www.tripadvisor.com/Hotel_Review-g56003-d98940-Reviews-Houston_Inn_and_Suites-Houston_Texas.html,4
Americas Best Value Inn I-45 North Houston,Houston,"16510 North Fwy, Houston, TX 77090-5102",454,517,1.5,38,2,1,6,5,23,https://www.tripadvisor.com/Hotel_Review-g56003-d98972-Reviews-Americas_Best_Value_Inn_I_45_North_Houston-Houston_Texas.html,4
